label,sent_tnx,received_tnx,avg_min_between_sent_tnx,avg_min_between_received_tnx,time_diff_between_first_and_last_mins,number_of_created_contracts,total_ether_sent,total_ether_balance,avg_val_sent,avg_val_received,max_value_received
0,0,53,0.0,5498.63,291427.53,1,0.0,26.75944516,0.0,0.504895,1.002204
0,10,11,3.33,51068.75,561789.58,0,56.21491815,0.00761642,5.621492,5.11114,20.799
0,2,1,1128.56,0.0,2257.12,0,0.0,1.74798122,0.0,1.7479810000000002,1.7479810000000002
0,10,2,2152.95,680.22,22889.93,0,0.110734264,0.039265736,0.011073,0.075,0.1
0,0,694,0.0,648.26,449889.15,1,0.0,1123.399095,0.0,1.618731,22.0
0,5970,2989,45.91,58.88,450106.65,0,225938.9558,-2891.354427,37.84572100000001,74.622817,3140.99958
0,1,1,0.0,0.0,4.87,0,0.0,0.003,0.0,0.003,0.003
0,68,4375,1067.84,128.81,636162.82,0,4618.790832,0.03299662,67.923395,1.055731,3.602495
0,3,4,1051.87,85496.6,345142.02,0,11.050999999999998,-5.467189299999999,3.683667,1.395953,3.508474
0,9996,4,2.12,0.92,21206.93,3,0.0,44.0,0.0,11.0,20.0
0,9,3,17441.04,1245.91,160707.1,0,56.03738689,0.952613114,6.226376,18.996667,49.995
0,13,8,45561.42,26284.49,802574.4,0,264.26,-88.86,20.32769200000001,21.925,45.4
0,3,6,379.78,56424.63,339687.12,0,13.5,-8.166350999999999,4.5,0.888941,1.515068
0,33,6,1478.05,51541.26,355017.02,0,76.16345259,-17.34361821,2.307983,9.803306,51.0
0,2,1,164.22,0.0,328.45,0,100.9989738,0.001026218,50.499487,101.0,101.0
0,6,6,1790.44,450.56,13445.97,0,15.68959511,0.003489099,2.614933,2.615514,10.0
0,2,3,803.95,112925.21,340383.53,0,13.911496,-6.9114960000000005,6.955748,2.333333,6.995
0,11,4,18649.44,15420.31,266825.07,0,8.351405032999999,-1.6564050330000002,0.759219,1.67375,4.0
0,2217,1807,65.85,32.24,204236.48,0,33867.26324,-10.64504551,15.276167,18.736369,799.99874
0,12,5,181.7,56819.72,286279.03,0,714.2,-398.775,59.51666700000001,63.085,174.995
0,35,13,23359.72,27049.27,1169229.5,0,3001.833603,-629.3501786,85.766674,182.498725,972.434
0,8,1,20827.93,0.0,186707.1,0,101.5119377,-91.51193767,12.688992,10.0,10.0
0,181,140,4183.18,1470.01,962956.75,0,595.1846,-34.0981,3.288313,4.007761,117.7
0,48,10,1969.46,288.59,97419.95,0,324.407,-66.3030896,6.758479,25.810391,99.99
0,3424,6576,76.32,74.96,754216.92,2,148146.1047,-3743.443847,43.26697,21.959042,12867.39971
0,6,6,26.01,82.8,652.87,0,6.283183805,0.002762225,1.047197,1.047658,1.3
0,3,3,8174.66,3.43,24534.25,0,0.439653612,0.0013463879999999,0.146551,0.147,0.34
0,5,2,628.48,672.28,4486.98,0,6.86172829,0.00536902,1.3723459999999998,3.433549,6.12616
0,1,1,0.0,0.0,2.5,0,0.85382138,0.00105,0.8538209999999999,0.8548709999999999,0.8548709999999999
0,1,1,0.0,0.0,8873.97,0,0.13456893,0.00042,0.134569,0.134989,0.134989
0,17,17,22.94,14237.49,242427.3,0,0.80657981,0.05797088,0.047446,0.050856,0.125315
0,7,8,7750.02,59605.36,531093.05,0,7.093,42.06374870000001,1.013286,6.1445940000000006,27.48646
0,14,17,621.07,5012.75,93911.63,4,675.82347,0.090278633,48.273105,39.759632,379.0
0,9,8,13243.1,38530.77,414518.23,0,3.789138127,-1.622766947,0.421015,0.270796,1.169147
0,30,1024,5815.7,845.41,1040169.4,0,200.883777,50.00667943,6.696126,0.24501,2.1578880000000003
0,124,6,1905.13,728.9,240610.1,0,80.28824888,-3.670073533,0.647486,12.769696,69.995
0,3,3,24.63,3319.39,10032.05,0,15.84309204,0.001907957,5.281031,5.281667,10.805
0,4,5,59.56,24076.63,120621.38,0,0.86268094,0.0048509999999999,0.21567,0.173506,0.669937
0,1,1,0.0,0.0,28803.42,0,11.999559,0.000441,11.999559,12.0,12.0
0,3,2,56814.86,62086.18,294616.95,0,39.90586873,-19.90586873,13.301956,10.0,20.0
0,4,2,2.23,0.0,8.92,0,2000.998113,0.001886545,500.249528,1000.5,1897.438127
0,24,28,52.48,287.13,9299.17,0,57.00443406,0.012708609,2.375185,2.036327,2.1609830000000003
0,6,7,1466.39,44699.56,321695.25,0,94.52136494,-17.96892874,15.753561,10.936062,23.601366
0,6,5,25905.07,1129.25,161076.67,0,68.50535928,0.004221,11.41756,13.701916,27.517666
0,121,53,3834.85,2945.2,620113.1,0,432.1857424,-14.6304328,3.5717830000000004,7.878402,44.425356
0,21,12,3880.52,1645.59,101238.1,0,49.35013842,0.025560232,2.350007,4.114642,8.995
0,23,9,21466.84,20051.27,674198.88,0,111.2229715,-50.42288815,4.835781,6.755565,20.095
0,16,9,1904.23,4621.92,72065.0,0,17.89714367,-0.367999256,1.118571,1.9476830000000005,10.0
0,1156,19,248.61,17068.13,611682.27,0,1394.199349,-14.37230628,1.206055,72.622476,600.98832
0,87,25,10154.24,5026.86,1009090.55,0,342.1772031000001,-79.63904036,3.933071,10.501527,40.136798
0,16,4,674.61,221.0,11677.73,0,253.2,0.31,15.825,63.3775,250.5
0,49,30,3517.86,7188.55,381840.42,0,4944.136269,-1633.635915,100.90074,110.350012,790.9994370000002
0,5,1,20.41,0.0,102.07,0,100.99748,0.00252,20.199496,101.0,101.0
0,0,33,0.0,8831.65,291444.58,1,0.0,46.27232361,0.0,1.402192,23.462797
0,61,8,244.78,169.09,16284.15,0,0.614,0.35855313,0.010066,0.121569,0.405838
0,1,1,0.0,0.0,169.87,0,0.44727692,0.0022,0.447277,0.4494770000000001,0.4494770000000001
0,1,1,0.0,0.0,2250.73,0,0.8669901309999999,0.00062,0.8669899999999999,0.86761,0.86761
0,3,2,408.32,170321.78,341868.53,0,0.8401762740000001,-0.380176274,0.280059,0.23,0.46
0,85,40,5801.32,3041.25,614761.98,0,764.6123200000002,-18.67313494,8.995439,18.64848,200.0
0,3,2,3.6,0.0,10.8,0,2000.998585,0.001414909,666.999528,1000.5,1563.2126970000004
0,1,1,0.0,0.0,7.53,0,0.99674689,0.00325311,0.996747,1.0,1.0
0,17,17,13.67,40512.33,688942.0,0,208.8754299,0.011052491,12.28679,12.28744,69.995
0,4,1,193.0,0.0,772.02,0,0.39776788,-0.00776788,0.099442,0.39,0.39
0,11,3,20981.23,121771.36,596107.57,0,31.16317907,0.029906,2.833016,10.397695,20.173085
0,3,11,129.61,26178.65,288353.97,0,721.7298479,-358.9803421000001,240.576616,32.977228000000004,249.812075
0,1,1,0.0,0.0,31.28,0,0.7316159999999999,0.00126,0.7316159999999999,0.732876,0.732876
0,3,2,5.88,0.42,18.47,0,2000.998585,0.001414909,666.999528,1000.5,1440.815594
0,3,1,21.65,0.0,64.95,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,8,2,31239.32,984.92,251884.43,0,2.72,0.28,0.34,1.5,2.0
0,4,4,997.32,84555.41,342210.95,0,10.36611622,-5.121116224,2.591529,1.31125,2.995
0,59,34,9.02,12.37,952.85,0,117.44796370000002,0.027399237,1.990643,3.4551580000000004,49.99952800000001
0,3,2,3.62,0.0,10.87,0,2000.998585,0.001414909,666.999528,1000.5,1563.4886689999996
0,3,1,15.48,0.0,46.45,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,8,2,63819.21,336.67,511227.0,0,3.667049401,-2.065204501,0.458381,0.800922,1.595
0,2,2,161.67,0.04,323.42,0,100.9990158,0.000984218,50.499508,50.5,76.387788
0,4,2,5.05,0.0,20.18,0,2000.998113,0.001886545,500.249528,1000.5,1503.450608
0,2,1,157.32,0.0,314.65,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,2,1,36.98,0.0,73.97,0,29.998992,0.001008,14.999496,30.0,30.0
0,3,2,3.21,0.38,10.38,0,2000.998585,0.001414909,666.999528,1000.5,1092.146496
0,3,2,108.58,0.82,327.37,0,100.9984936,0.001506437,33.666165,50.5,54.018396
0,0,98,0.0,2336.51,228977.53,1,0.0,93.10979582,0.0,0.9501,1.169411
0,163,217,26.4,620.61,138977.15,0,68276.60921000001,0.104811001,418.874903,314.639235,820.0
0,6,55,3500.97,14465.72,816620.55,0,12.77,12.62458564,2.128333,0.46172,1.001431
0,58,67,2809.83,3186.72,376480.78,0,579.4761972,-23.1113442,9.990969,8.303953,49.477281
0,14,2,19121.43,11.04,267722.13,0,9.49126836,-1.99296836,0.677948,3.74915,6.6012
0,213,580,1396.24,1470.58,1150335.93,0,183.2834952,0.335129226,0.8604860000000001,0.316584,1.00563
0,6,4,30200.21,109066.9,617468.87,0,21.67074448,0.00137294,3.611791,5.418029,21.32
0,0,159,0.0,1426.21,226766.85,1,0.0,146.2768721,0.0,0.91998,1.021547
0,1,1,0.0,0.0,10.93,0,2.74938,0.00062,2.74938,2.75,2.75
0,3,2,24.47,0.0,73.42,0,100.998477,0.001523001,33.666159,50.5,71.768873
0,191,438,1449.95,556.53,520700.2,0,305.132883,0.101450356,1.597554,0.696882,4.504509
0,34,34,5.13,3733.57,127115.7,0,13.086019699999998,0.015961896,0.384883,0.385352,1.000945
0,0,13,0.0,27224.25,353915.25,1,0.0,17.40140661,0.0,1.33857,3.80983
0,3,2,24.86,0.23,75.03,0,100.998488,0.001512,33.666163,50.5,61.439758
0,3,1,20.87,0.0,62.6,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,7,8,6.0,37680.11,301482.83,0,78.73005157,0.01339322,11.24715,9.842931,58.75344499999999
0,2,1,155.16,0.0,310.32,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,3,1,13.6,0.0,40.8,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,682,557,364.17,230.02,376485.87,0,679.1706318,0.45179059,0.995851,1.220148,49.749538
0,2,2,1.97,1332.65,2669.23,0,592.1989110000002,0.001088977,296.0994560000001,296.1,538.205
0,98,47,8197.19,3055.47,946931.97,0,1162.4172529999996,-203.3756139,11.861401,20.405141,153.99
0,1,1,0.0,0.0,13.88,0,4.98,0.015,4.98,4.995,4.995
0,3,2,1.97,0.0,5.9,0,2000.998169,0.001830667,666.9993900000002,1000.5,1561.677382
0,2,2,161.06,0.63,323.38,0,100.9990158,0.000984218,50.499508,50.5,89.927808
0,6,6,5.95,123984.24,743941.13,0,35.05224153,0.00975847,5.84204,5.843667,8.58
0,2,80,93612.1,10060.62,992074.2,0,7.916865339,0.00135,3.958433,0.098978,0.133269
0,18,18,5.75,8482.58,152789.92,0,98.38644845,0.013551552,5.465914,5.466667,15.5
0,11,11,5.66,16246.22,178770.6,0,11.18761414,0.01161011,1.017056,1.018111,2.29385
0,13,8,72100.0,10243.09,1019244.7,0,1049.048,0.47027113,80.696,131.189784,306.0
0,2,2,163.02,0.94,327.92,0,100.9990158,0.000984218,50.499508,50.5,68.219188
0,2,2,162.38,0.63,326.03,0,100.9990158,0.000984218,50.499508,50.5,52.80165
0,6,3,132551.76,47103.98,936622.48,0,13.02800825,-4.793751,2.171335,2.744752,5.0
0,1,1,0.0,0.0,948.73,0,0.999559,0.000441,0.999559,1.0,1.0
0,0,13,0.0,19247.54,250218.08,1,0.0,5.88569015,0.0,0.452745,1.000578
0,2,2,159.83,0.92,321.5,0,100.9990158,0.000984218,50.499508,50.5,86.75764699999998
0,8901,7835,22.05,21.34,232149.93,0,28580960.89,629.1782661000002,3210.983135,3647.937469,8770.13158
0,16,73,6736.68,1019.6,182217.27,0,9.026072908,0.006507092,0.56413,0.123734,1.0
0,4,2,17363.42,3975.35,77404.38,0,31.672988,-17.682988,7.918247,6.995,8.995
0,1,1,0.0,0.0,2259.65,0,12.12300879,0.00062,12.123009,12.123629,12.123629
0,2,2,160.19,0.15,320.68,0,100.9990158,0.000984218,50.499508,50.5,64.90333199999999
0,2,2,3.54,3346.38,6699.85,0,1.20143483,0.000840005,0.6007170000000001,0.601137,1.000291
0,0,47,0.0,4097.93,192602.83,1,0.0,558.6370505,0.0,11.885895,52.4624
0,2,1,152.67,0.0,305.33,0,100.9985715,0.001428506,50.499286,101.0,101.0
0,1,1,0.0,0.0,20.93,0,2.39400649,0.000504,2.394006,2.39451,2.39451
0,3,1,22.91,0.0,68.72,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,68,70,6.38,2935.83,205942.0,0,141.23839109999997,0.029244115,2.077035,2.018109,14.583474
0,1,1,0.0,0.0,1.32,0,0.70640002,0.00084,0.7064,0.70724,0.70724
0,2,2,162.63,0.43,326.13,0,100.9990158,0.000984218,50.499508,50.5,79.40476899999999
0,5304,4698,71.83,27.81,511631.95,0,1137736.345,-752576.9329,214.505344,81.983698,7000.0
0,3,2,3.59,0.0,10.78,0,2000.998585,0.001414909,666.999528,1000.5,1479.838353
0,4,4,26.18,20470.41,81986.35,0,24.93543903,0.01228876,6.23386,6.236932,9.5925
0,9,12,10.53,2020.11,24336.13,0,80.52045411,0.004129493,8.946717,6.710382000000001,15.99543
0,2,1,159.52,0.0,319.03,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,11,4,2411.88,84822.03,365818.75,0,1.23999768,0.03532431,0.112727,0.31883,1.161912
0,64,1560,3827.27,1074.42,1921036.52,0,3069.472425,41.78640022,47.960507,1.994397,28.010089
0,3,1,22.77,0.0,68.3,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,22,17,484.97,13360.06,237790.27,0,4.46766152,0.01058002,0.203076,0.263426,1.243
0,45,20,16472.66,8727.64,915822.2,0,41.02347174,-0.918555982,0.911633,2.005246,10.0
0,0,160,0.0,1995.75,319320.53,1,0.0,107.2089593,0.0,0.670056,1.6777259999999998
0,3,2,1.88,0.0,5.65,0,2000.998585,0.001414909,666.999528,1000.5,1900.529431
0,1259,69,367.75,5872.92,868228.45,1,6278.647585,-3500.466893,4.987012,40.263488,370.892142
0,1,1,0.0,0.0,14.38,0,1.358735,0.015,1.358735,1.373735,1.373735
0,14,28,5487.5,22466.36,705882.98,0,12.89323437,5.391128874,0.920945,0.6530130000000001,1.458379
0,12,27,2516.11,10216.0,306025.43,0,2.41363522,0.00504,0.201136,0.089581,0.5294840000000001
0,0,2,0.0,44163.43,88326.87,1,0.0,509.0,0.0,254.5,509.0
0,1,1,0.0,0.0,253.25,0,0.29938,0.00062,0.29938,0.3,0.3
0,2,1,163.85,0.0,327.7,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,1,1,0.0,0.0,5.95,0,1.465969144,0.000471636,1.465969,1.466441,1.466441
0,3,2,1.56,0.0,4.68,0,2000.998585,0.001414909,666.999528,1000.5,1902.37628
0,1,1,0.0,0.0,259478.57,0,0.999559,0.000441,0.999559,1.0,1.0
0,0,76,0.0,2762.25,209930.78,1,0.0,18.28040267,0.0,0.240532,1.000888
0,0,84,0.0,3801.67,319340.05,1,0.0,99.67635547,0.0,1.186623,5.008505
0,2,2,161.61,0.94,325.1,0,100.9990158,0.000984218,50.499508,50.5,78.850629
0,0,18,0.0,11594.2,208695.6,1,0.0,1226.331962,0.0,68.129553,499.999
0,41,41,7.4,1945.73,80078.27,0,4.41843538,0.01722,0.107767,0.108187,0.169153
0,4,2,136.47,482175.49,964896.88,0,30.12107962,0.00116968,7.53027,15.061125,30.0
0,0,82,0.0,6682.47,547962.18,1,0.0,17.96526264,0.0,0.219089,0.715069
0,0,24,0.0,12143.51,291444.33,1,0.0,18.85476593,0.0,0.785615,1.001
0,2,3,8691.1,4980.4,32323.4,0,6.257462,0.00088263,3.128731,2.086115,5.0
0,0,118,0.0,2405.98,283905.73,1,0.0,47.60848499,0.0,0.403462,1.125244
0,0,143,0.0,1346.79,192590.77,1,0.0,15.89998028,0.0,0.111189,0.6973689999999999
0,7,5,18151.95,29228.1,273204.15,0,36.41967252,0.004094496,5.20281,7.284753,18.0
0,3,1,21.68,0.0,65.03,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,3,2,1.35,0.68,5.4,0,2000.998585,0.001414909,666.999528,1000.5,1577.692763
0,2,2,161.55,0.82,324.73,0,100.9989738,0.001026218,50.499487,50.5,53.043053
0,2,3,5.71,5707.63,17134.32,0,5.39554933,0.00224945,2.697775,1.799266,2.999559
0,1,1,0.0,0.0,5.8,0,9.999528364,0.000471636,9.999528,10.0,10.0
0,1,1,0.0,0.0,39.47,0,0.22505522,0.000504,0.225055,0.225559,0.225559
0,4,2,4.81,0.0,19.25,0,2000.998113,0.001886545,500.249528,1000.5,1110.88081
0,3,1,103.49,0.0,310.48,0,100.9985118,0.001488218,33.66617100000001,101.0,101.0
0,2,1,160.58,0.0,321.17,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,51,23,3070.03,35556.84,974378.8,0,35.67806737,-6.29650084,0.69957,1.277459,6.0
0,2,2,160.38,0.6,321.95,0,100.9990158,0.000984218,50.499508,50.5,56.24049399999999
0,8,9,231.96,112125.71,1010987.1,0,48.81820087,0.011706884,6.102275,5.425545,42.47269
0,3,2,6.29,0.0,18.87,0,2000.998585,0.001414909,666.999528,1000.5,1282.681283
0,0,275,0.0,824.57,226756.63,1,0.0,359.061997,0.0,1.30568,17.687756
0,15,3,20437.43,47057.88,447735.1,0,1.803776506,-1.190776506,0.120252,0.204333,0.5
0,1,1,0.0,0.0,2257.95,0,0.380555036,0.00062,0.380555,0.381175,0.381175
0,5,5,6.44,76.03,412.35,0,34.49644079,0.003559205,6.899288,6.9,20.0
0,4,1,15.95,0.0,63.8,0,100.9979,0.0021,25.249475,101.0,101.0
0,1,1,0.0,0.0,96.47,0,1.11455294,0.0022,1.114553,1.116753,1.116753
0,0,72,0.0,3396.11,244519.93,1,0.0,60.43698417,0.0,0.839403,1.00414
0,64,64,0.93,1748.94,111991.72,0,12.85341676,0.05376,0.200835,0.201675,0.223954
0,0,117,0.0,2426.58,283910.03,1,0.0,99.94944496,0.0,0.8542690000000001,1.249528
0,0,1624,0.0,191.0,310191.97,0,0.0,0.0,0.0,0.0,0.0
0,203,204,17.24,1420.14,293206.6,0,2195.600877,0.6931341999999999,10.815767999999998,10.766147,29.007461
0,129,107,3294.21,5448.4,1007930.98,0,4634.55541,67.11380848,35.926786,43.940834,716.0
0,1058,1063,18.7,365.31,408109.47,0,345.5720759,0.444381,0.326628,0.325509,4.2546800000000005
0,1,1,0.0,0.0,24.2,0,0.009418468,0.000581532,0.009418,0.01,0.01
0,1,1,0.0,0.0,3.73,0,0.179795396,0.000921794,0.179795,0.180717,0.180717
0,47,51,9.49,11318.66,577697.67,0,42.18801585,0.126566116,0.897617,0.8296979999999999,18.913706
0,1,1,0.0,0.0,74.32,0,2.199496,0.000504,2.199496,2.2,2.2
0,2,2,159.96,0.6,321.12,0,100.9990158,0.000984218,50.499508,50.5,81.198633
0,3,2,3.23,0.0,9.68,0,2000.998585,0.001414909,666.999528,1000.5,1366.695336
0,103,105,134.97,8427.96,898837.57,0,107.385162,0.23326833,1.042574,1.024937,1.395217
0,0,1,0.0,0.0,0.0,0,0.0,1.84447207,0.0,1.844472,1.844472
0,16,9,28424.74,23213.4,663716.47,0,6.38254529,0.01688182,0.398909,0.711047,3.638719
0,42,43,329.02,1898.84,95469.27,0,4.57354835,0.017661,0.108894,0.106772,0.426663
0,0,16,0.0,3309.56,52953.02,1,0.0,1211.9614,0.0,75.747587,208.57
0,35,35,11.52,8965.07,314180.58,0,1.662474332,0.016355725,0.047499,0.047967,0.049871
0,2,1,163.93,0.0,327.87,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,3,1,22.18,0.0,66.55,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,34,401,1363.42,1856.04,790629.43,0,1110.293427,0.018856844,32.655689,2.768859,9.358682
0,0,1,0.0,0.0,10.03,1,0.0,2.44536818,0.0,2.445368,2.445368
0,0,91,0.0,6436.01,585677.32,1,0.0,27.72145346,0.0,0.304631,10.14
0,1,2,0.0,781.62,1610.6,0,0.0,0.018003663,0.0,0.009002,0.01
0,1,1,0.0,0.0,21.48,0,1.09285551,0.000504,1.092856,1.09336,1.09336
0,2,7,131125.24,56578.38,658299.15,0,1.501,164.52766730000005,0.7505,23.718381,158.0
0,4,5,3037.03,12801.65,76156.38,0,5.623236,0.001764,1.405809,1.125,3.52
0,0,139,0.0,1647.44,228994.25,1,0.0,151.2160301,0.0,1.087885,2.158244
0,6,8,27916.36,2700.56,189102.7,0,48.83477441,0.00262559,8.139128999999999,6.104675,12.9775
0,0,56,0.0,4049.26,226758.45,1,0.0,29.9741884,0.0,0.535253,0.948767
0,0,57,0.0,5931.59,338100.62,1,0.0,25.83669695,0.0,0.453275,1.001188
0,3,2,5.22,0.0,15.67,0,2000.998585,0.001414909,666.999528,1000.5,1053.461141
0,1,1,0.0,0.0,3.73,0,0.269403924,0.000471636,0.269404,0.269876,0.269876
0,1,1,0.0,0.0,14.03,0,10.17154968,0.000504,10.17155,10.172054,10.172054
0,3,2,23.86,0.49,72.55,0,100.9979759,0.002024127,33.665992,50.5,59.585154
0,1,1,0.0,0.0,71.75,0,9.9978,0.0022,9.9978,10.0,10.0
0,1,1,0.0,0.0,330.62,0,0.99938,0.00062,0.99938,1.0,1.0
0,1,1,0.0,0.0,598.23,0,0.1793799999999999,0.00062,0.1793799999999999,0.18,0.18
0,105,83,276.53,2096.14,203015.42,0,3050.7610210000007,0.072752844,29.054867,36.757033,206.387437
0,2,2,166.16,0.21,332.73,0,100.9989738,0.001026218,50.499487,50.5,66.568311
0,1,1,0.0,0.0,2.8,0,64.86670699999999,0.00084,64.86670699999999,64.867547,64.867547
0,3,2,2104.21,5422.52,17157.67,0,0.196273576,0.001925554,0.065425,0.0991,0.1335869999999999
0,99,100,106.06,7808.66,791365.95,0,104.8139938,0.08573712,1.058727,1.048997,3.0
0,4,2,80.35,0.84,323.08,0,100.9980316,0.001968437,25.249508,50.5,66.365314
0,2,2,165.27,0.7,331.93,0,100.9989738,0.001026218,50.499487,50.5,96.191037
0,24,24,36.82,2261.81,55167.15,0,277.0234066,0.010878908,11.542642,11.543095,30.655145
0,55,58,2059.98,7971.34,575636.87,0,131.50968970000002,-0.132278095,2.391085,2.265128,17.430083
0,0,30,0.0,7559.25,226777.48,1,0.0,26.80862106,0.0,0.8936209999999999,1.003153
0,1,1,0.0,0.0,48.88,0,0.294453043,0.001046957,0.294453,0.2955,0.2955
0,3,2,23.84,0.18,71.9,0,100.9984519,0.001548055,33.666151,50.5,87.561705
0,1,1,0.0,0.0,1.58,0,0.328860356,0.000544754,0.32886,0.329405,0.329405
0,3,1,18.32,0.0,54.97,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,0,24,0.0,8540.11,204962.67,1,0.0,1302.58,0.0,54.27416700000001,300.0
0,14,6,19815.22,106764.47,917999.92,0,6.462237,-2.34761718,0.461588,0.68577,1.57814
0,9997,3,6.14,62.16,61584.9,3128,0.005608327,44.99439167,1e-06,15.0,25.0
0,66,16,8521.89,7446.07,681582.07,0,115.195,0.0593786999999999,1.745379,7.203399,20.0
0,3,2,23.55,0.44,71.53,0,100.9984444,0.001555573,33.666148,50.5,85.61593
0,0,1,0.0,0.0,0.0,0,0.0,0.12641884,0.0,0.126419,0.126419
0,3,2,1.24,0.07,3.87,0,2000.998585,0.001414909,666.999528,1000.5,1037.13715
0,3,7,32184.54,45861.57,417584.63,0,360.542102,0.002898,120.180701,51.506429,302.7
0,3,45,4222.44,1244.43,68666.87,0,6.017316658,0.001323,2.0057720000000003,0.133748,2.323534
0,2,1,157.73,0.0,315.47,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,2,1,26.52,0.0,53.03,0,100.99895,0.00105,50.499475,101.0,101.0
0,1,1,0.0,0.0,382.15,0,0.04938,0.00062,0.04938,0.05,0.05
0,2,2,161.55,0.63,324.37,0,100.9990158,0.000984218,50.499508,50.5,53.544593000000006
0,1,1,0.0,0.0,12.82,0,0.14192875,0.00062,0.141929,0.142549,0.142549
0,3,2,1.12,0.07,3.52,0,2000.998585,0.001414909,666.999528,1000.5,1039.229065
0,7,7,34782.5,52001.03,607484.77,0,6.4873635,0.01237811,0.926766,0.928535,2.49125
0,1,1,0.0,0.0,2312.95,0,0.061521135,0.00062,0.061521,0.062141,0.062141
0,3,2,3.62,0.0,10.87,0,2000.998585,0.001414909,666.999528,1000.5,1507.464496
0,0,83,0.0,3420.64,283913.38,1,0.0,66.53886848,0.0,0.801673,1.005665
0,1,1,0.0,0.0,5.8,0,0.10861394,0.00078606,0.108614,0.1094,0.1094
0,5,3,305.22,264489.01,794993.12,0,13.11787617,0.00194664,2.623575,4.373273999999999,13.04
